assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,0,24,100,75,0,69140,0,0,-3,3,0.8,0,2,1.5,1.5,4,Shkodran,1.0,2,0,7.5,1,False,19.8,90,,2019-11-28T23:00:21.541666Z,52,0,0,0,69140.jpg,4.0,0,0,Mustafi,0.3,False,None,a,1,3,54.0,4,7279,125,30938,223,0.2,0.8,Mustafi,0
0,0,17,75,75,0,98745,0,0,-1,1,20.7,0,2,0.5,0.9,0,Héctor,0.2,4,0,5.1,2,False,20.4,172,Hamstring injury - 75% chance of playing,2019-11-27T11:30:17.257265Z,54,0,0,0,98745.jpg,0.5,0,0,Bellerín,0.4,False,None,d,1,3,9.0,1,33212,61,26070,1701,0.0,0.2,Bellerín,1
1,1,147,100,100,1,111457,0,0,-2,2,126.7,0,2,1.3,1.8,1,Sead,0.8,12,0,30.7,3,False,132.8,757,,2019-11-21T14:30:19.207005Z,53,0,0,0,111457.jpg,1.8,0,0,Kolasinac,0.7,False,None,a,1,3,49.0,20,44077,381,103373,602,0.2,3.8,Kolasinac,2
2,3,92,100,100,1,154043,0,0,-3,3,108.2,1,2,0.5,1.0,0,Ainsley,0.0,10,0,27.1,4,False,136.4,490,,2019-09-22T18:00:10.824841Z,47,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,2.9,False,None,a,1,3,31.0,17,544390,111,545071,4099,0.0,3.6,Maitland-Niles,0
0,2,191,None,None,2,39476,0,0,0,0,29.9,0,2,1.0,1.5,0,Sokratis,0.5,17,1,37.8,5,False,276.8,1080,,None,50,0,0,0,39476.jpg,2.6,0,0,Papastathopoulos,1.7,False,None,a,1,3,71.0,31,105615,321,122209,3719,0.1,6.2,Sokratis,3
0,1,54,0,0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,6,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,None,u,1,3,12.0,10,28004,3,87162,94,0.0,2.0,Monreal,0
0,0,0,0,0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,7,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,None,u,1,3,0.0,0,436,5,12316,20,0.0,0.0,Koscielny,0
0,0,0,100,100,0,233963,0,0,-1,1,0.0,0,2,0.5,1.0,0,Konstantinos,0.0,0,0,0.0,8,False,0.0,0,,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,None,a,1,3,0.0,0,650,21,3948,29,0.0,0.0,Mavropanos,0
0,0,0,0,0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,9,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,None,u,1,3,0.0,0,275,4,2383,7,0.0,0.0,Jenkinson,0
0,0,9,100,100,0,156074,0,0,0,0,0.4,0,2,0.7,1.2,0,Rob,0.2,2,0,1.1,10,False,8.4,76,,2019-11-22T10:00:21.031396Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,None,a,1,3,2.0,1,10015,100,10156,177,0.0,0.2,Holding,0
2,15,332,None,None,2,54694,0,0,-1,1,211.0,2,4,7.5,8.0,13,Pierre-Emerick,7.0,21,10,118.7,11,True,426.2,1260,,None,109,0,0,0,54694.jpg,6.2,0,0,Aubameyang,23.3,False,None,a,1,3,551.0,87,1357283,50242,1584200,12400,0.6,8.0,Aubameyang,2
2,5,131,100,100,0,59966,0,0,-2,2,133.4,1,4,5.5,6.0,2,Alexandre,5.0,11,4,71.8,12,False,199.6,585,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,4.4,0,0,Lacazette,2.5,False,None,a,1,3,384.0,40,171725,8995,252488,5823,0.5,4.3,Lacazette,2
0,0,0,0,0,0,205533,0,0,-2,2,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,13,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,43,0,0,0,205533.jpg,0.0,0,0,Nketiah,0.7,False,None,n,1,3,0.0,0,43815,993,104177,911,0.0,0.0,Nketiah,0
0,3,276,None,None,2,80201,0,0,0,0,0.0,0,1,5.0,5.5,3,Bernd,4.5,21,0,42.2,14,False,423.0,1260,,None,50,0,0,1,80201.jpg,3.4,0,59,Leno,6.0,False,None,a,1,3,0.0,48,334192,5577,329669,4590,0.9,9.6,Leno,2
1,1,83,100,100,0,37605,0,0,-3,3,224.3,0,3,3.5,4.0,6,Mesut,3.0,8,0,36.5,15,False,64.8,428,,2019-08-09T17:00:13.419733Z,72,0,0,0,37605.jpg,2.8,0,0,Özil,0.9,False,None,a,1,3,76.0,14,38837,3517,98844,859,0.4,1.9,Özil,0
